Label Appearances
voto12377 1
deputades 2
quilomboperiferico50020 12
carlospignatari 13
datafolhamentirosa 20
morovemai 2
naçaoenfermagem 1
tetosalarial 1
senadorolivio 1
voteolivio 1
norsnaoqueremosladrao 1
laplata 176
lucianagenroelula 3
lulanoprimeiroturmo 1
sóadmiração 5
adeusfascistas 1
bolsonarismonecropolitica 6
bolsonarismonefasto 20
bolsonarismoperverso 6
bolsonarismoémentiroso 6
mês15por15notwitter 21
lulapelobrasiljeronimopelabahia 5
cirobrigandocomosseusdemônios 1
colonisation 4
firstnations 4
inferniza 6
silviawaiãpi 263
lulalovelula 2
prefirlula13 2
11tiranosdostf 2
jovempanperceguida 2
justicaetirania 2
euvotoemprojeto12 4
euvotociro12 87
lulanãoéqualquerum 1
votoútilcontraoinútil 1
bocamaldita 33
ladraolarapio 2
lulapelobrasiljeronimopelaba 412
ocs 4
bolsonaroscorruptosnacadeia 160
facçaopt 3
jairfascistaseulugarénacadeia 3
jairgenocidaseulugarénacadeia 3
jairpsicopataseulugarénacadeia 3
jarmilicianoseulugarénaprisão 3
luladevoltaparaprisao 1
cidafallabella50018 4
votoutil13derrotaoinutil 4
votepastorliomar14110 1
paranácomlula 53
lulajatala 1
cironobrasil 1
lulapelobrasiljeronopelaba 1
goias2210 2
brasilvermelho 1
votoutilpelavida 1
contilnetnotícias 4
jorgeemarcus23 4
canhão 8
canhãodenavarone 6
princesas 6
pesquisabrasmarket 23
lulaedegar131 5
botaatoalhanajanela 17
bolsono 6
sexto 5
votoutildosavosemlula 2
primeiroturnopaiseavoscomlula 8
interbrasileiraofema122 1
novodesenvolvimentismo 4
questãobrasileira 4
cpiipecdatafolha 1
lulaejerônimojuntospelaba 3
querovoltaraserfeliz 3
londrinaébolsonaro 3
kalil13governador 15
presidentejareeleito 1
foraoncamanca 1
bolsonaroomitogigante 1
bolozoides 1
respeitoanossasoberania 3
respeitoaotetodegastos 3
bernadete50322 4
carollima5018 4
edivaniasantos5017 4
zeraimundo4000 6
revogaçodolula 1
marcel13333 7
ptpartidodoscorruptos 1
privatizada 4
lulano1ºt 1
eaquerdanuncamais 1
ódiosecomatecomamor 1
newark 35
rutgersnewark 29
lulanapf 1
ementiradopt 1
dataciro 5
carlosbrandão4️⃣0️⃣ 3
fláviodino4️⃣0️⃣0️⃣ 3
rodrigolago6️⃣5️⃣4️⃣0️⃣0️⃣ 3
santacatarinacomlula 3
15diasdegas 1
4anosdepaz 1
lulainacioempoa 3
dalhe13 3
luladraoassassinochefedopcc 4
lulaempa 2
tocantinsdaesperaça 5
livrepramudar 23
armazemdocampo 13
bolo 10
vidasimpotam 1
ignorem 1
jogosujo 44
doispatinhosnalagoa 5
voting 50
votarlula2022 3
lulapresonovamente 160
lula13parapresidentedobrasil 4
mariliaarraes77pragovernadoradepe 4
mariliaarraeséamelhoropçãoprape 4
felipebarrosdeputadofederaldoparaná2022 3
paulomartinssenadordoparaná2022 3
ratinhojrgovernadordoparaná2022 3
poars 8
fernanda5050 3
lulapresidenteeleitono1ºturnopravencerofacista 3
elpsovma 5
lgbtseguelgbt 1
joaoromagovernadorba22 146
esquentagrevegeral 5
pollyanna400 19
bogotá 13
lulapb 1
acusações 6
monicabergamofakenews 3
lulaedegarolívioempoa 10
ptcorrupcao 2
lula13aad 3
prudentopolis 7
doaçõesilegais 7
governadordesãopaulo 13
debatetvpampa 13
adesivaçodigital 1
onlygoodvibes 2
barradochoça 29
pablomarcal9000 2
lulaeolivionors 2
obrasilsabeaverdadeluladrao 1
papovitimistanaocolamais 1
cpilavatoga 8
stflegislando 8
tsepolitizado 8
musadospciro 3
votemnoprincesoisabel 3
lulamaiorladrãodobrasil 3
lulamaiorladrãodomundo 4
bolsonaromilicianogenocidanacadeia 1
naoaoracismo 5
lulapelobrasiledegarpelors 8
bolsonaroéamorte 35
borasubirnego 1
bolsoanroéosatanas 8
janoneeuautorizo 12
agoraé15 2
adesivaço15 1
arrastaofatao13 1
eleitordolulajumento 3
nãoaofascismo 9
lulacresceubolsonarobrochou 101
20octubre 4
chileapoya 3
lulansoeinocentebabaca 1
acaboucorrupção 1
familybusiness 1
somostodosdamaris 2
ordemsocial 2
mostro 1
luletis 2
bolsonaroéummerda 9
cadeiaembolsonaro 9
jairmentirabolsonaro 2
stfrespeitomutuo 1
edgarpretto 6
presidentedilma 6
votegirão 2
forabolsonarosuaquadrilha 203
beatricefechadacomlula 2
beatriceinternationalday 2
louistomlinsonfechadocomlula 2
andréporciuncula2223deputadofederal 1
cezarleite20022deputadoestadual 1
fauna 139
forestfires 88
parkfires 88
ciroserasa 1
rumoavitoria 48
narcoregime 10
falapalocci 1
15diasparacamilo 2
15diasparaelmano 2
15diasparalula 2
barabertotáon 17
mamaawards 5
mama2022 847
ladrãoeordinario 1
denisepessôa1333 91
festaafazenda 260
lulacorruptoementuroso 6
rodrigoga 1
sóadmiraçãoparte2 5
inoscente 1
jeronimo_cá 158
gritodeindependencia 2
zócalo 48
gratidãonãoprescreve 134
lulaeternopresidente 3
debatestvpampa 34
ufotable 11
vempraturmaboa 3
sosbolivianosestanmatando 6
lulaamazonia 7
neofascistasnao 1
tacísiogovernador 2
familiamonteiro 3
papaimonteiro 3
familiamilitar 2
jorgeleibe3570 87
sargentosforamesquecidos 2
amazonfires 82
amazoniafires 68
aymaras 55
chiquitania 83
coca 71
colonizing 55
quechuas 55
mexicanindependenceday 12
movements 12
demvoice1 15
trumpcult 11
irruul 1
thainarafaria13016deputadaestadualsp 9
lula13haddad13tirar40milhoesmiseria 14
andreiadejesus13050 16
rscombolsonaro22 1
asambleaconstituyente 2
chilefueengañado 2
brackenv 9
forçadamares 9
oxygenforall 2
worldleaders 2
paudosferros 3
lulu13 1
obemvenceramal 3
contrucao 7
contrucaocivil 7
engenhariamecanica 7
equipamentos 7
revistagc 7
sistemasdesegurança 7
deuséfielaoseusfilhos 1
datafotofake 3
datafotomentira 3
datafotosotemgemeos 3
datameiaduzgatopingados 3
alkimlambebolas 1
lulanoparaná 12
majfabiana 1
fusquinhadaesperança 21
manicoré 180
naoconfionafolha 1
votetelmamello50100 4
votebenedita1377 7
votedara13031 7
votedarasantanna13031 7
bolsonarournaeletronica22 3
tarcísiogovernador10 10
deputadofederal13 3
governador44 3
senadoe11 3
bonsonaroreeleito 1
deuspatríciafamília 1
faltam15dias 9
votamosembolsonaro 9
exclusive 8
urgent 64
guerrilheiros 18
concursoexército 3
espcex2022 3
vemsercadete 3
bolsonarovaiperder 23
pressa 56
federalé1312 1
renatoroseno50 1
lulaimoral 6
lulavergonhoso 40
sdvanaluseagora3️⃣1️⃣ 4
estreiou 7
obrigação 27
respeitasse 7
ficha 41
foramorobandido 1
mafiosoo 3
naoinocente 3
mlfattorelli 5
lulavota22 8
votepresidente22 6
iriny 3
rosedefreitas 3
astronautamarcospontessenador2️⃣2️⃣2️⃣ 2
lulaoptdestruiramobrasil 2
afavordopovopobre 3
botefé 68
ésóvcquerer 41
happy75thbirthday 2
contandoosdias 3
edegarprettoepedroruasnors 51
olulaquervoltaracenadocrime 4
voltandoacenadocrime 15
parisnumcamais 4
fazacontecer 14
édeluta 27
mainha 8
lulacuritba 2
ritalins 2
querida 3
casadamaejoana 7
espnnostarplus 5
sorocababoxapartamento 9
sorocababoxdebanheiro 9
sorocababoxparabanheiro 9
sorocababoxversakit 9
sorocabaminibox 9
sabadouuuu 22
sorocababoxdevidro 13
sorocababoxexclusivos 13
sorocababoxsanfonado 13
senadormoro444 2
senadordaciolo120 7
eoledeladrao 12
muher 9
vozdafamilia 9
vozdasmheres 9
datasala 2
timedolulaepaulo 8
lulaesimladrao 8
senadonaorepresentaopovo 2
vaiserbolsonaro22noprimeiroturno 2
brbtasildireitacobservadora 1
lulahojenabocamaldtita 1
votandoafavor 2
cambridgeanalytica 3
dizzylizzie 3
traitortories 3
generalmourão100senador 2
onixlorenzonigovernadorrs 5
amotodasasmulheres 3
soudiferentedosoutroscaras 3
vivaasmulheres 12
googlealerts 4
googledevcommunity 3
googleplay 18
falopalavrãomasnãosouladrão 1
andréribeirosenador 6
torcendoafavor 51
include 1
rosilenedoladocerto 1
escrotonaro 1
javaitarde 3
armadatecuida 1
fiestaspatrias 4
narcomunista 2
narcorrea 2
fran_pstu 18
senadocoletivopstu 9
gera_pstu 18
geraldo_pstu 34
geraldoegera16 42
yara_pstu 18
deusestánocontroledetudo 7
teologiadalibertação 16
soujoão40 5
soupollyannasenadora 5
mônica13789 1
maicondouglas_socialmidia 16
quaquafederal1313 4
micheletuzzi 19
bozomente 231
bocamalditacuritiba 2
juizdeforaébolsonaro 7
boratime 2
paradamilitar2022 15
jeronimorodrigues 6
bolsonarodinheirovivodepropina 2
forabolsonaroequadrilha 5
aumentada 2
22sãogonçalorj22 1
sverigesradio 2
id 2
schweden 14
mito1turno 4
lulaobrasiltempressa 7
felipenetoébrasil 1
felipenetoégigante 1
lulaeoptbrasiltempressa 8
15dias 9
agoraélula13 536
rafaelaalbergaria13474 4
votepco29 2
votepreto 64
deltandallagnol1919 3
lulanoparana 9
povomarchacomlula13 2
toritamapeé13 2
alckmintraira 5
12éútil 1
templacar 3
vempraplaca 3
argentinatwitter 32
balcarce 32
caba 300
clarinesmafia 32
cordoba 158
hoyesnoticiacnn 120
jujuy 157
lapampa 154
larealidad 89
mardelplata 157
mendoza 154
misiones 156
necochea 154
noticiascaracol 32
odioyatentado 39
olavarria 120
operacionantifascista 39
rionegro 160
rosario 212
tandil 154
santafe 157
filippepoubel22622 16
riodejaneirocombolsonaro22 12
sergioneguinho3688 16
yhwhpátriafamílialiberdade 12
thiago12012 1
lifeisgood 11
lulaeoptobrasilotempressa 1
2222confirma 1
paraibacomciro 3
gutastresser 8
cadeianoladrão171 1
fichasujanão 1
afiliados 7
capas 7
case 7
linknobio 7
poitnosbt 7
lulaladrào 3
twitterfacista 6
nãovotenocapiroto 2
lulano1ºturnorenovacongresso 1
havanfacista 7
havanfascista 7
bohngass132o 1
thepostmillennial 2
debateabc 5
eduardo45 67
juntossomosmais 35
gleiselouca 3
ingra5070 9
anticorrupção 6
pautasreais 3
balancabrasil 2
copacabanabeat 2
vascao 3
edsonaparecido155 7
joseserra4545 3
uaumari 1
bastadeperseguisao 1
rejeições 6
eusoucabodaciolo 3
eusoucirogomes 3
eusourodrigoneves 3
londrinafechadacombolsonaro 1
lulacuritiba 13
requiaoelula 5
assembléia 1439
benção 1534
dízimo 1219
protestante 1923
bolsonaroestaon 1
janjaula 3
tapume 1
vaiserno1 1
26deseptiembre 2
26s 12
granmarchanacional 11
bolsonaroemcaruaru 3
rogeriomachado13014 4
seuvotofazopais 55
zéinácio13123 1
mercadante 8
fortes 35
carloseduardonao 4
rogeriosenador222 121
rogeriosenador222sim 4
vote1330 12
17sep 5
taxreform 1
cirodireitista 2
ceciliano13 2
mensaleiro 12
ellaseva 1
lulavuelve 147
deputadafederalsabrinaemmel 4
13aqui13la13ca 5
copypaste 5
esquerdasc 1
foragenicida 5
pesquise 11
questione 10
saiadahipnose 7
despertatuquedormes 45
naoesopolitica 2
tarcísionosbt 2
lulano1oturno13 78
votonecessário 182
deputadoestadualsuplicy 6
deputadofederalboulos 6
lulaealckmin22 6
senadormarciofrança 6
nordesteélula13 6
presidentx 3
bolsonaroemgaranhus 1
forajuizladrão 1
brasildaesperanza 23
haypatriahaypaz 33
vouvotarciro12 25
brasilnohagasloquehizoargentina 2
populismonuncamás 2
maracutaias 13
noticiar 8
lulainocentesim 5
bolsonaroreeleitoprimeiro 3
euvouvotarnolula 2
meseguedevolta 2
queeusigo 2
lulanopr 30
taffarelmesquita 115
voltalula2022 109
mesarios 13
sco 28
augustonunestemrazao 1
adelia13066sp 46
17septiembre 4
140000muertos 5
massaajustaalosdiscapacitados 3
serobaronlasvacunas 5
nãovotemnomourao 1
ospatriotas 4
lugardemulheréondeelaquiser 5
7desetembronaopara 1
qualseusonho2024 2
lulaoseulugarénaprisão 2
requião13governador 3
foraloola 6
odeiam 13
reeleger 10
jairme 7
prefirolula13 1470
51imóveiscomdinheirovivo 350
sigilosde100anosdojair 3
silênciodecironaro 3
menosrecursos 2
paramelhorar 2
bolsogata 2
alenaalego 2
deputadoestadualgoias 2
mamateirooficial 1
renunciabozo 4
brasildaesperançaedapaz 3
informacaopublica 3
foraratoladrao 1
nemteconto 2
bolsonarouseocapacete 4
reverendogeralirrestrito 1
freejairme 273
soumaislula 11
gadosloucos 5
denise651 4
wolmir13 9
wolmirnodebate 4
nempsol 2
conmebol 15
scbrasil 15
sports 166
trocadepasses 53
alessandro45 12
delegadoalessandro45 5
lulapelobrasilrequiaopr 1
ipecibope 2
ladrãolula 60
boraaaaaaaaaaaaa 3
lulaiconico 6
aquitemexperiência 2
aquitemfichalimpa 5
valealimentacao 3
léocom 1
stfcompostopormilitantes 3
bolsonaro22dobrasil 1
luladraseulugarenaprisao 8
mariabelenbernal 2
4p 2
afavordoqueédireito 3
lorenenosbt 5
ratofujãofora 1
requiãogov2022 1
lulaguerreirodopovobrasilero 3
nordestefechadocom22 5
2deoutubrovoto22bolsonaro 6
niterói 132
niteróicombolsonaro 5
cidadaodebemarmadosim 1
votosnulos 3
aquiéumespaçodemocrático 2
somosciropresidente12 2
somosdapaz 4
oagregador 6
caroldartora1363 266
santacruzdecapibaribe 2
chartercities 16
echr 16
frackingtories 16
gtto 43
saveournhs 20
toriesout72 16
toriesrpublicenemyno1 28
torysewageparty 49
trussolini 16
trussout12 16
trusstax 16
uniteb1 16
uprisedontgetdrownedinshit 16
comunistainfernal 5
criminalizarocomunismo 5
vagabundonacadeia 8
boraaa 11
odeiolgbt 1
pawlick 35
pawlickcouture 21
liberdadebrazil 5
mainstreammedia 5
prefiroaugustodearrudabotelho 1
brasildopovo 747
lulaeoamotcontraoodio 3
tchuchucadoputin 1
vacinabrasil 2
forabolsonato 14
18desetembro 9
lulaládéciolimaaqui 42
democraciadedireito 6
vaitrablalharjair 6
nossaestrelabrilhara 3
tachegando 6
homofóbico 87
petenuncamais 3
comíciosfake 1
renuncialula 27
ataquespoliticos 4
ciroemgoias 1
simonepazamorcoragem 7
cardcaptorsakura 4
sakuracardcaptors 4
bolsonaroforadoprimeiroturno 1
antidemocraticos 13
tieta 15
bolsonadomito 5
brasildosgirasois 5
brasilmolusco 5
boratodosvotaremciro 2
ciro1turno 3
brasiladmirabolsonaro 1
forazemagogobolsonarocorrupto 2
lulanaurna 446
patiodoforro 1
omentirosodopix 3
fazenda2022 2
jericoacora 11
praiadejeri 11
tiktokawards2022th 41
newyorkcity 19
nyc 63
g1rs 63
uaarmy 2
votonoterceiro 2
faxineiro 5
pavilhãocarceráriohabitacional 5
banheirao 17
banheiro 46
blowjob 24
boquete 17
cruising 17
gaysex 17
gayteen 47
grindr 24
mamada 17
putaria24horas 17
putariademacho 17
putariagay 17
spy 26
toilet 17
elmundoesunpañuelo 12
larapionine 1
odeioaea 1
argentinacatamarca 2
vivaelpueblodebrasilysugrancandidatolula 2
vivaperon 2
senadormourao100 5
votem100 2
farinhaspodresdomesmosaco 13
educacaonota12 52
lulaladrãosem_vergonha 8
desenhosporlula 84
bolsonaroforadosegundoturno 12
alessandrogovernador45 1
judiciariocorrompido 5
lavatogajá 2
lulaescorrupto 1
ibitinga 5
armadefogo 31
armadovoto 10
constituiçãocidadãde1988 10
pátriademocrática 10
verdadeemmassa 10
novinhaputinha 1
vazouvideo 12
brizolaestariacomlula 3
edgarpretogovernador 9
lulaprineiroturno 9
gustavomendes1340 18
tarcisiopresidenteem2026 1
yoestoyconisrael 1
oabdiretasja 1
renovalei4215de1963 1
prefirociropresidente1️⃣2️⃣ 3
é13lá13cá 4
direitaconservadoradobem 2
novobrasilgigante 3
povopatriotadobem 2
arteecultura 10
deputadofederaldacultura 8
boricnoespatriota 3
voltei 3
derretefreixo 1
forainimigodomeioambiente 3
lulasubiugascaiu 38
burrao 1
jbreeleitoprimeiroturno 1
palermo 1
videiocm24 1
tudotacaroculpabolsonaro 1
homofóbicos 17
intolerantes 22
machistas 15
materialistas 9
misóginos 15
línguaportuguesa 15
foraoinominável 1
festivalcoala 3
ferrara 2
forabolsonarodosegundoturno 1
curitbaélula 4
curitibaamalula 4
votoutilémeuzovo 1
mudacodigopenalbr 8
andredanone 2
vacinacaocompulsorianao 7
vacinaexperimental 10
eutôcomsimone15 6
lulasopreso 1
wildermoraes222 2
primeiradamabrasilprincesa 1
jepréfèrelula 12
anisiomaia40013 4
freianastácio1345 4
polyanna400 4
simonetebte 3
agoravcsabe 5
votoutiljá 1
lgbtqiapn 6
ocuparumlugarquetodospodemocupar 2
vemserfelizlula13 2
eumegaranto 1
euestavalá 6
praga 11
votoútiléciro12 2
clubesgospels 1
palanquespolíticos 1
malvinosalvador 2
ninguemmexenovoto 1
afraniosenador500 13
mandatafeministadobemviversc_estadual50999 4
deciolimabiavargasgovernosc13 13
kerexufederal5001 13
curitibaélula 3
lulaparaná 3
alcolumbrefamíliadetraficantesinternacionais 9
amapanaoreelejaalcolumbre 9
azizfamiliadeladrao 9
cassaçaodorandolfe 9
randolferodrigueslixo 9
renanvagundoladrão 9
lulalarequiaoaqui 15
comlulapeladiversidade 1
lulapelobrasilrequiaopeloparaná 2
ungidopordeus 1
fecgadocombolsomaroreeleito2022 2
bolsonaroeocarai 7
danielsilveira142senador 7
boralul__________a 1
elika13021 64
mollon40 4
golpetai 3
carteldesinaloayhamas 9
curitibacomlula 18
cwb 30
jairembora 651
rodrigogariaruim 1
urnaeletronixa 2
nikolasferreiradeputadofederal 4
debatenosbt 9239
lulainfloripa 1
candidatoscomratinho 49
abrace_novas_ideias 20
debatenosbtgovernador 4
vamos_pra_cimaaaa 20
prefirociro1️⃣2️⃣ 2
tôcommaríliaarraes77 1
samaramartinsnosdebates 1
loolavaitnc 4
maua 2
capangadasmilícias 12
cúmplicedemilicianos 4
patrão 46
educaçãonota12 24
bora15diasdemuitaluta 1
algozes 7
ticosantacruz 7
lula58 1
boraserfeliz 37
euprefirolula 214
estelionatárioeleitoral 5
personificaçãodomal 9
bolsoflix 9
bolsonaroflix 2
debategovernador2022 55
grazi1333 2
novafátima 79
trabalhodeverdade 10
terradosviventes 3
paulogeo 2
edegarnosbt 29
leandrograssnosbt 4
danielsilveirasebador142 1
izyummassacre 3
russiaisanazistate 52
huntington 3
isaworldsurfinggames 3
california 54
reestruturação 1
algoz 6
camilo151senador 5
ceará3xmaisforte 96
debatesbtrio 132
ganimenosbt 3
golpedotse 82
janjo 5
predirolula 1
deputado1311 5
patrickcampos 5
brasileña 27
gavião 82
bolsonaroodeianordestino 28
bolsonaroracista 374
estetipodegente 2
debategovernador 51
garanhunsbolsonaro 1
tiagogomescomlula 27
hinoaoinominavel 13
elenaolulanao 6
protetor 2
forabolsonaroesuafamiliamiliciana 2
héroe 1
centrosp 1
darcyvive 6
rodrigonosbtrio 5
ocaldoengrossou 1
freejaime 16
eleicoes20220 3
bgc3 5
gofra 17
lulapresente 1
zemaausente 8
genmourao100 3
bolsonarorenascidodoinferno 5
cramunhão 5
nemmensalãonempetrolão 2
chupaluladrao 5
garanhunscombolsonaro 2
nomeuvotoniguemmexe 1
amoryamistad 8
bigmouthep16 8
highleague4 8
sb19 12
schlagdenstar 8
vaimelhorar 8
crista 29
evangelica 19
anaamelia 6
geraldoalkminvice 8
ocapitaovaivenceroladraoeaquadrilha 177
garanhunspe 2
ovada 4
desespelo 4
obrasilacimadetodosdeusacimadetudo 6
naotempreço 1
élulajá 1
ivan50100 26
ahoradadecisão 399
debateveja 8
haddadnodebatesbt 2
cabritzel 7
siri5022 51
vemcomvinco 51
vinco50222 51
melhorvotodaminhavida 6
vitoriagigange 6
freixomaia 7
lulapaes 7
alienaçãodasresponsabilidadesdoestado 7
daexploraçãodotrabalhador 7
domalusodamáquinapública 7
problemapessoal 7
serpobre 7
vergonhadeserpobre 7
profjosemar50500 4
nordesteéverdeeamarelo 2
carinabelome2000 1
sóqnão 2
tiagogogomes4021 3
cirosabe 2
católicoscombolsonaro 17
mariapassaàfrente 3
propragandaeleitoral 9
broxada 3
ufcnocombate 2
2022primeiroturno 2
odeiamulher 1
lulalepcc 2
prisaoparabolsonaroefilhos 1
nãoeumagripezinha 21
votoptdefioapavio 10
lulahaddadfranca 329
tsegarantaademocracia 1
curitibaabraçalula 7
nevesocirodeniterói 1
chilefuimos 2
firaptralhada 1
lulapresida 2
amoedolandia 4
pretogovernador13 4
jeronimo13noprimeiroturno 1
vaiestudaralienado 1
luizrobertoalves 1
andreporciuncula 3
