POS|TG|POL:N0|POL:N1
racista|Adj|HUM:N0|-1|NaN
radiante|Adj|HUM:N0|1|NaN
radical|Adj|HUM:N0|0|NaN
radicalista|Adj|HUM:N0|-1|NaN
radioso|Adj|HUM:N0|1|NaN
raiva|N|HUM:N0|-1|NaN
raivento|Adj|HUM:N0|-1|NaN
raivoso|Adj|HUM:N0|-1|NaN
ralado|Adj|HUM:N0|-1|NaN
ralador|Adj|HUM:N0|-1|NaN
ralhão|Adj|HUM:N0|-1|NaN
ralhar|V|HUM:N0:N1|0|-1
ralheta|Adj|HUM:N0|-1|NaN
rameloso|Adj|HUM:N0|-1|NaN
rancor|N|HUM:N0|-1|NaN
rancores|N|HUM:N0|-1|NaN
rancoroso|Adj|HUM:N0|-1|NaN
rançoso|Adj|HUM:N0|-1|NaN
ranheta|Adj|HUM:N0|-1|NaN
ranhosice|N|HUM:N0|-1|NaN
ranhoso|Adj|HUM:N0|-1|NaN
ranzinza|Adj|HUM:N0|-1|NaN
rápido|Adj|HUM:N0|1|NaN
rapioqueiro|Adj|HUM:N0|-1|NaN
raposeiro|Adj|HUM:N0|-1|NaN
raposino|Adj|HUM:N0|-1|NaN
raquítico|Adj|HUM:N0|-1|NaN
raquitismo|N|HUM:N0|-1|NaN
raro|Adj|HUM:N0|1|NaN
rasca|Adj|HUM:N0|-1|NaN
rasgado|Adj|HUM:N0|-1|NaN
rasteiro|Adj|HUM:N0|-1|NaN
rastejante|Adj|HUM:N0|-1|NaN
rato|Adj|HUM:N0|0|NaN
razoável|Adj|HUM:N0|1|NaN
reaccionário|Adj|HUM:N0|-1|NaN
reacionário|Adj|HUM:N0|-1|NaN
reactivo|Adj|HUM:N0|-1|NaN
real|Adj|HUM:N0|1|NaN
realismo|N|HUM:N0|1|NaN
realista|Adj|HUM:N0|1|NaN
realizado|Adj|HUM:N0|1|NaN
reativo|Adj|HUM:N0|-1|NaN
rebaixado|Adj|HUM:N0|-1|NaN
rebaixar-se|V|HUM:N0|-1|NaN
rebaixar|V|HUM:N0:N1|1|-1
rebarbativo|Adj|HUM:N0|-1|NaN
rebater|V|HUM:N0:N1|1|-1
rebatido|Adj|HUM:N0|-1|NaN
rebelado|Adj|HUM:N0|-1|NaN
rebelde|Adj|HUM:N0|-1|NaN
rebuscado|Adj|HUM:N0|-1|NaN
recalcado|Adj|HUM:N0|-1|NaN
recalcamento|N|HUM:N0|-1|NaN
recalcitrante|Adj|HUM:N0|-1|NaN
recatado|Adj|HUM:N0|1|NaN
receoso|Adj|HUM:N0|-1|NaN
receptível|Adj|HUM:N0|1|NaN
receptividade|N|HUM:N0|1|NaN
receptivo|Adj|HUM:N0|1|NaN
recetível|Adj|HUM:N0|1|NaN
recetividade|N|HUM:N0|1|NaN
recetivo|Adj|HUM:N0|1|NaN
rechaçado|Adj|HUM:N0|-1|NaN
rechonchudo|Adj|HUM:N0|-1|NaN
recluso|Adj|HUM:N0|-1|NaN
recomendado|Adj|HUM:N0|1|NaN
recomendável|Adj|HUM:N0|1|NaN
recomposto|Adj|HUM:N0|1|NaN
reconciliador|Adj|HUM:N0|1|NaN
reconfortado|Adj|HUM:N0|1|NaN
reconstituído|Adj|HUM:N0|1|NaN
recreativo|Adj|HUM:N0|1|NaN
recriminador|Adj|HUM:N0|-1|NaN
recriminar|V|HUM:N0:N1|0|-1
rectidão|N|HUM:N0|1|NaN
rectilíneo|Adj|HUM:N0|1|NaN
recto|Adj|HUM:N0|1|NaN
recuperado|Adj|HUM:N0|1|NaN
recuperável|Adj|HUM:N0|1|NaN
recusado|Adj|HUM:N0|-1|NaN
redentor|Adj|HUM:N0|0|NaN
redimível|Adj|HUM:N0|0|NaN
redivivo|Adj|HUM:N0|1|NaN
redondo|Adj|HUM:N0|-1|NaN
reducionista|Adj|HUM:N0|-1|NaN
redundância|N|HUM:N0|-1|NaN
redundante|Adj|HUM:N0|-1|NaN
redutor|Adj|HUM:N0|-1|NaN
reduzido|Adj|HUM:N0|-1|NaN
reelegível|Adj|HUM:N0|1|NaN
reeleito|Adj|HUM:N0|1|NaN
refalsado|Adj|HUM:N0|-1|NaN
refeito|Adj|HUM:N0|1|NaN
refilão|Adj|HUM:N0|-1|NaN
refinado|Adj|HUM:N0|0|NaN
reflectido|Adj|HUM:N0|1|NaN
reflectivo|Adj|HUM:N0|1|NaN
refletido|Adj|HUM:N0|1|NaN
refletivo|Adj|HUM:N0|1|NaN
reflexivo|Adj|HUM:N0|1|NaN
reforçado|Adj|HUM:N0|1|NaN
refractário|Adj|HUM:N0|-1|NaN
refratário|Adj|HUM:N0|-1|NaN
refrescado|Adj|HUM:N0|0|NaN
refrescante|Adj|HUM:N0|1|NaN
refugiado|Adj|HUM:N0|-1|NaN
refugiar-se|V|HUM:N0|-1|NaN
refulgente|Adj|HUM:N0|1|NaN
refutado|Adj|HUM:N0|-1|NaN
refutar|V|HUM:N0:N1|1|-1
regalado|Adj|HUM:N0|1|NaN
regatão|Adj|HUM:N0|-1|NaN
regateador|Adj|HUM:N0|-1|NaN
regateiro|Adj|HUM:N0|-1|NaN
regelado|Adj|HUM:N0|-1|NaN
regenerado|Adj|HUM:N0|1|NaN
regenerável|Adj|HUM:N0|1|NaN
régio|Adj|HUM:N0|1|NaN
regrado|Adj|HUM:N0|1|NaN
regular|Adj|HUM:N0|1|NaN
reinadio|Adj|HUM:N0|1|NaN
reinante|Adj|HUM:N0|1|NaN
reincidente|Adj|HUM:N0|-1|NaN
reivindicador|Adj|HUM:N0|0|NaN
reivindicativo|Adj|HUM:N0|0|NaN
rejeitado|Adj|HUM:N0|-1|NaN
rejuvenescido|Adj|HUM:N0|1|NaN
relambório|Adj|HUM:N0|-1|NaN
relapso|Adj|HUM:N0|-1|NaN
relaxado|Adj|HUM:N0|-1|NaN
reles|Adj|HUM:N0|-1|NaN
relevante|Adj|HUM:N0|1|NaN
religioso|Adj|HUM:N0|0|NaN
remansado|Adj|HUM:N0|0|NaN
remansoso|Adj|HUM:N0|0|NaN
remediado|Adj|HUM:N0|0|NaN
remelado|Adj|HUM:N0|-1|NaN
remeloso|Adj|HUM:N0|-1|NaN
remendado|Adj|HUM:N0|-1|NaN
remendão|Adj|HUM:N0|-1|NaN
remendeiro|Adj|HUM:N0|-1|NaN
remisso|Adj|HUM:N0|-1|NaN
remoçado|Adj|HUM:N0|1|NaN
renascer das cinzas|IDIOM|HUM:N0|1|NaN
render-se|V|HUM:N0|-1|NaN
renegado|Adj|HUM:N0|-1|NaN
renitente|Adj|HUM:N0|0|NaN
renovado|Adj|HUM:N0|1|NaN
repelente|Adj|HUM:N0|-1|NaN
repelido|Adj|HUM:N0|-1|NaN
repelir|V|HUM:N0:N1|1|-1
repentinoso|Adj|HUM:N0|-1|NaN
repetente|Adj|HUM:N0|-1|NaN
repetitivo|Adj|HUM:N0|-1|NaN
repimpado|Adj|HUM:N0|0|NaN
replicador|Adj|HUM:N0|-1|NaN
reposto|Adj|HUM:N0|1|NaN
repreender|V|HUM:N0:N1|0|-1
repreensível|Adj|HUM:N0|-1|NaN
represo|Adj|HUM:N0|-1|NaN
repressão|N|HUM:N0|-1|NaN
repressivo|Adj|HUM:N0|-1|NaN
repressor|Adj|HUM:N0|-1|NaN
reprimido|Adj|HUM:N0|-1|NaN
reprimir|V|HUM:N0:N1|1|-1
reprovação|N|HUM:N0|-1|NaN
reprovado|Adj|HUM:N0|-1|NaN
reprovador|Adj|HUM:N0|-1|NaN
reprovar|V|HUM:N0:N1|0|-1
reprovável|Adj|HUM:N0|-1|NaN
reptante|Adj|HUM:N0|-1|NaN
réptil|Adj|HUM:N0|-1|NaN
repudiar|V|HUM:N0:N1|0|-1
repugnância|N|HUM:N0|-1|NaN
repugnante|Adj|HUM:N0|-1|NaN
repulsão|N|HUM:N0|-1|NaN
repulsivo|Adj|HUM:N0|-1|NaN
repulso|Adj|HUM:N0|-1|NaN
reputado|Adj|HUM:N0|1|NaN
requebrado|Adj|HUM:N0|-1|NaN
requebro|N|HUM:N0|-1|NaN
requintado|Adj|HUM:N0|1|NaN
reservado|Adj|HUM:N0|0|NaN
resignado|Adj|HUM:N0|-1|NaN
resmungão|Adj|HUM:N0|-1|NaN
resmunguice|N|HUM:N0|-1|NaN
resoluto|Adj|HUM:N0|1|NaN
resolvido|Adj|HUM:N0|1|NaN
respeitabilidade|N|HUM:N0|1|NaN
respeitado|Adj|HUM:N0|1|NaN
respeitador|Adj|HUM:N0|1|NaN
respeitar|V|HUM:N0:N1|0|1
respeitável|Adj|HUM:N0|1|NaN
respeito|N|HUM:N0|1|NaN
respeitoso|Adj|HUM:N0|1|NaN
respingão|Adj|HUM:N0|-1|NaN
respondão|Adj|HUM:N0|-1|NaN
respondedor|Adj|HUM:N0|-1|NaN
responsabilidade|N|HUM:N0|1|NaN
responsabilizar|V|HUM:N0:N1|0|-1
responsabilizável|Adj|HUM:N0|0|NaN
responsável|Adj|HUM:N0|1|NaN
ressabiado|Adj|HUM:N0|-1|NaN
ressabido|Adj|HUM:N0|1|NaN
ressarcido|Adj|HUM:N0|1|NaN
ressentido|Adj|HUM:N0|-1|NaN
ressequido|Adj|HUM:N0|-1|NaN
ressuscitado|Adj|HUM:N0|1|NaN
restabelecido|Adj|HUM:N0|1|NaN
restaurado|Adj|HUM:N0|1|NaN
restringido|Adj|HUM:N0|-1|NaN
restritivo|Adj|HUM:N0|0|NaN
retardado|Adj|HUM:N0|-1|NaN
reticente|Adj|HUM:N0|-1|NaN
retidão|N|HUM:N0|1|NaN
retido|Adj|HUM:N0|-1|NaN
retilíneo|Adj|HUM:N0|1|NaN
reto|Adj|HUM:N0|1|NaN
retorcido|Adj|HUM:N0|-1|NaN
retórico|Adj|HUM:N0|-1|NaN
retorto|Adj|HUM:N0|-1|NaN
retracto|Adj|HUM:N0|-1|NaN
retraído|Adj|HUM:N0|-1|NaN
retrair-se|V|HUM:N0|-1|NaN
retrete|N|HUM:N0|-1|NaN
retrocesso|N|HUM:N0|-1|NaN
retrogradação|N|HUM:N0|-1|NaN
retrógrado|Adj|HUM:N0|-1|NaN
retrospectivo|Adj|HUM:N0|0|NaN
retrospetivo|Adj|HUM:N0|0|NaN
retumbante|Adj|HUM:N0|-1|NaN
réu|Adj|HUM:N0|-1|NaN
revel|Adj|HUM:N0|-1|NaN
revelho|Adj|HUM:N0|-1|NaN
reverenciado|Adj|HUM:N0|1|NaN
reverenciador|Adj|HUM:N0|0|NaN
reverencioso|Adj|HUM:N0|0|NaN
reverente|Adj|HUM:N0|0|NaN
revigorado|Adj|HUM:N0|1|NaN
revoltado|Adj|HUM:N0|-1|NaN
revoltante|Adj|HUM:N0|-1|NaN
revoltar-se|V|HUM:N0:N1|0|-1
revoltoso|Adj|HUM:N0|-1|NaN
revolucionado|Adj|HUM:N0|-1|NaN
revolucionário|Adj|HUM:N0|0|NaN
rezina|Adj|HUM:N0|-1|NaN
rezingão|Adj|HUM:N0|-1|NaN
ribaldeiro|Adj|HUM:N0|-1|NaN
ribaldo|Adj|HUM:N0|-1|NaN
ricaço|Adj|HUM:N0|0|NaN
ricalhaço|Adj|HUM:N0|0|NaN
rico|Adj|HUM:N0|1|NaN
ridente|Adj|HUM:N0|1|NaN
ridicularização|N|HUM:N0|-1|NaN
ridicularizador|Adj|HUM:N0|-1|NaN
ridicularizante|Adj|HUM:N0|-1|NaN
ridicularizar-se|V|HUM:N0|-1|NaN
ridicularizar|V|HUM:N0:N1|1|-1
ridiculez|N|HUM:N0|-1|NaN
ridículo|Adj|HUM:N0|-1|NaN
ridículo|N|HUM:N0|-1|NaN
rígido|Adj|HUM:N0|0|NaN
rigor|N|HUM:N0|1|NaN
rigorista|Adj|HUM:N0|-1|NaN
rigoroso|Adj|HUM:N0|1|NaN
rijo|Adj|HUM:N0|1|NaN
risível|Adj|HUM:N0|-1|NaN
risonho|Adj|HUM:N0|1|NaN
rispidez|N|HUM:N0|-1|NaN
ríspido|Adj|HUM:N0|-1|NaN
robustecido|Adj|HUM:N0|1|NaN
robustez|N|HUM:N0|1|NaN
robusto|Adj|HUM:N0|1|NaN
rodado|Adj|HUM:N0|-1|NaN
roedor|Adj|HUM:N0|-1|NaN
roer-se|V|HUM:N0|-1|NaN
rogativo|Adj|HUM:N0|0|NaN
rolê|Adj|HUM:N0|-1|NaN
roliço|Adj|HUM:N0|-1|NaN
romanesco|Adj|HUM:N0|0|NaN
romântico|Adj|HUM:N0|0|NaN
rompido|Adj|HUM:N0|-1|NaN
roncador|Adj|HUM:N0|-1|NaN
roncante|Adj|HUM:N0|-1|NaN
roncão|Adj|HUM:N0|-1|NaN
ronceiro|Adj|HUM:N0|-1|NaN
rosnar|V|HUM:N0|-1|NaN
rotineiro|Adj|HUM:N0|0|NaN
roto|Adj|HUM:N0|-1|NaN
roubado|Adj|HUM:N0|-1|NaN
roubar|V|HUM:N0:N1|-1|0
rouco|Adj|HUM:N0|-1|NaN
roufenho|Adj|HUM:N0|-1|NaN
rouquidão|N|HUM:N0|-1|NaN
rúbeo|Adj|HUM:N0|0|NaN
rubicundo|Adj|HUM:N0|0|NaN
ruborescido|Adj|HUM:N0|0|NaN
ruborizado|Adj|HUM:N0|0|NaN
rubro|Adj|HUM:N0|0|NaN
rude|Adj|HUM:N0|-1|NaN
rudeza |N|HUM:N0|-1|NaN
rudimentar|Adj|HUM:N0|-1|NaN
ruído|N|HUM:N0|-1|NaN
ruidoso|Adj|HUM:N0|-1|NaN
ruim|Adj|HUM:N0|-1|NaN
ruindade|N|HUM:N0|-1|NaN
ruinoso|Adj|HUM:N0|-1|NaN
russófobo|Adj|HUM:N0|-1|NaN
rústico|Adj|HUM:N0|-1|NaN
sabedor|Adj|HUM:N0|0|NaN
sabedoria|N|HUM:N0|1|NaN
saber separar as águas|IDIOM|HUM:N0|1|NaN
sabichão|Adj|HUM:N0|-1|NaN
sabido|Adj|HUM:N0|0|NaN
sábio|Adj|HUM:N0|1|NaN
sabotar|V|HUM:N0:N1|-1|0
sacado|Adj|HUM:N0|-1|NaN
sacana|Adj|HUM:N0|-1|NaN
saciado|Adj|HUM:N0|0|NaN
sacrificador|Adj|HUM:N0|0|NaN
sacrificar-se|V|HUM:N0|1|NaN
sacrifício|N|HUM:N0|-1|NaN
sacrilégio|N|HUM:N0|-1|NaN
sacrílego|Adj|HUM:N0|-1|NaN
sacrista|Adj|HUM:N0|-1|NaN
sacudir a água do capote|IDIOM|HUM:N0|-1|NaN
sacudir|V|HUM:N0:N1|1|-1
sádico|Adj|HUM:N0|-1|NaN
sadio|Adj|HUM:N0|1|NaN
sadismo|N|HUM:N0|-1|NaN
sadista|Adj|HUM:N0|-1|NaN
safado|Adj|HUM:N0|-1|NaN
safar-se|V|HUM:N0|1|NaN
sáfaro|Adj|HUM:N0|-1|NaN
sáfio|Adj|HUM:N0|-1|NaN
safo|Adj|HUM:N0|0|NaN
sagaz|Adj|HUM:N0|1|NaN
sage|Adj|HUM:N0|1|NaN
sagrado|Adj|HUM:N0|1|NaN
sair de cabeça erguida|IDIOM|HUM:N0|1|NaN
sair de mãos a abanar|IDIOM|HUM:N0|-1|NaN
sair do armário|IDIOM|HUM:N0|1|NaN
sair melhor do que a encomenda|IDIOM|HUM:N0|-1|NaN
sair o tiro pela culatra|IDIOM|HUM:N1|NaN|-1
sair-se bem|IDIOM|HUM:N0|1|NaN
sair-se mal|IDIOM|HUM:N0|-1|NaN
saloiice|N|HUM:N0|-1|NaN
saloio|Adj|HUM:N0|-1|NaN
saltão|Adj|HUM:N0|-1|NaN
saltar para o poleiro|IDIOM|HUM:N0|-1|NaN
saltitante|Adj|HUM:N0|-1|NaN
salutar|Adj|HUM:N0|1|NaN
salvar a honra do convento|IDIOM|HUM:N0|1|NaN
salvar|V|HUM:N0:N1|1|0
salvável|Adj|HUM:N0|0|NaN
salvo|Adj|HUM:N0|1|NaN
sanado|Adj|HUM:N0|1|NaN
sandeu|Adj|HUM:N0|-1|NaN
sangrento|Adj|HUM:N0|-1|NaN
sanguessuga|Adj|HUM:N0|-1|NaN
sanguinário|Adj|HUM:N0|-1|NaN
sangüinário|Adj|HUM:N0|-1|NaN
sanguinolência|N|HUM:N0|-1|NaN
sanguinolento|Adj|HUM:N0|-1|NaN
sanha|N|HUM:N0|-1|NaN
sanhudo|Adj|HUM:N0|-1|NaN
santificado|Adj|HUM:N0|1|NaN
santo|Adj|HUM:N0|1|NaN
são|Adj|HUM:N0|1|NaN
sapeca|Adj|HUM:N0|-1|NaN
sapiência|N|HUM:N0|1|NaN
sapiente|Adj|HUM:N0|1|NaN
sapudo|Adj|HUM:N0|-1|NaN
saquear|V|HUM:N0:N1|-1|0
sarado|Adj|HUM:N0|1|NaN
sarcástico|Adj|HUM:N0|-1|NaN
sardanapalesco|Adj|HUM:N0|-1|NaN
sardónico|Adj|HUM:N0|-1|NaN
sarna|N|HUM:N0|-1|NaN
sarnento|Adj|HUM:N0|-1|NaN
sarnoso|Adj|HUM:N0|-1|NaN
satânico|Adj|HUM:N0|-1|NaN
satanismo|N|HUM:N0|-1|NaN
satírico|Adj|HUM:N0|-1|NaN
satirizar|V|HUM:N0:N1|0|-1
satisfação|N|HUM:N0|1|NaN
satisfeito|Adj|HUM:N0|1|NaN
saturado|Adj|HUM:N0|-1|NaN
saturante|Adj|HUM:N0|-1|NaN
saudável|Adj|HUM:N0|1|NaN
sebentice|N|HUM:N0|-1|NaN
sebento|Adj|HUM:N0|-1|NaN
seboso|Adj|HUM:N0|-1|NaN
secante|Adj|HUM:N0|-1|NaN
seco|Adj|HUM:N0|-1|NaN
sectário|Adj|HUM:N0|-1|NaN
sedentário|Adj|HUM:N0|-1|NaN
sedente|Adj|HUM:N0|-1|NaN
sedento|Adj|HUM:N0|-1|NaN
sedicioso|Adj|HUM:N0|-1|NaN
sedoso|Adj|HUM:N0|1|NaN
sedutor|Adj|HUM:N0|1|NaN
seduzir|V|HUM:N0:N1|1|0
segregado|Adj|HUM:N0|-1|NaN
seguir o caminho errado|IDIOM|HUM:N0|-1|NaN
segurança|N|HUM:N0|1|NaN
seguro|Adj|HUM:N0|1|NaN
selectivo|Adj|HUM:N0|0|NaN
selecto|Adj|HUM:N0|1|NaN
seletivo|Adj|HUM:N0|0|NaN
seleto|Adj|HUM:N0|1|NaN
selvagem|Adj|HUM:N0|-1|NaN
selvajaria|N|HUM:N0|-1|NaN
selvático|Adj|HUM:N0|-1|NaN
sem-carácter|Adj|HUM:N0|-1|NaN
sem-caráter|Adj|HUM:N0|-1|NaN
sem-sabor|Adj|HUM:N0|-1|NaN
sem-sal|Adj|HUM:N0|-1|NaN
semibárbaro|Adj|HUM:N0|-1|NaN
semicivilizado|Adj|HUM:N0|-1|NaN
semiconsciente|Adj|HUM:N0|-1|NaN
semidivino|Adj|HUM:N0|1|NaN
semierudito|Adj|HUM:N0|0|NaN
semilouco|Adj|HUM:N0|-1|NaN
semimorto|Adj|HUM:N0|-1|NaN
seminal|Adj|HUM:N0|1|NaN
seminu|Adj|HUM:N0|-1|NaN
semivivo|Adj|HUM:N0|-1|NaN
senhor do seu nariz|Adj|HUM:N0|0|NaN
senil|Adj|HUM:N0|-1|NaN
senilidade|N|HUM:N0|-1|NaN
sensaborão|Adj|HUM:N0|-1|NaN
sensacional|Adj|HUM:N0|1|NaN
sensacionalista|Adj|HUM:N0|-1|NaN
sensatez|N|HUM:N0|1|NaN
sensato|Adj|HUM:N0|1|NaN
sensibilizar|V|HUM:N0:N1|1|0
sensitivo|Adj|HUM:N0|0|NaN
sensível|Adj|HUM:N0|1|NaN
sensual|Adj|HUM:N0|1|NaN
sensualidade|N|HUM:N0|1|NaN
sentenciado|Adj|HUM:N0|-1|NaN
sentencioso|Adj|HUM:N0|-1|NaN
sentimental|Adj|HUM:N0|0|NaN
sentimentalista|Adj|HUM:N0|0|NaN
sentir dor de corno|IDIOM|HUM:N0|-1|NaN
sentir dor de cotovelo|IDIOM|HUM:N0|-1|NaN
sentir-se nas nuvens|IDIOM|HUM:N0|1|NaN
sequestração|N|HUM:N0|-1|NaN
sequestrar|V|HUM:N0:N1|-1|0
sequestrável|Adj|HUM:N0|-1|NaN
sequestro|N|HUM:N0|-1|NaN
sequioso|Adj|HUM:N0|-1|NaN
ser culpa de|IDIOM|HUM:N1|NaN|-1
ser do contra|IDIOM|HUM:N0|-1|NaN
ser do mesmo saco|IDIOM|HUM:N0|-1|NaN
ser farinha do mesmo saco|IDIOM|HUM:N0|-1|NaN
ser mau como as cobras|IDIOM|HUM:N0|-1|NaN
ser melhor do que a encomenda|IDIOM|HUM:N0|-1|NaN
ser um homem às direitas|IDIOM|HUM:N0|1|NaN
ser um zero à esquerda|IDIOM|HUM:N0|-1|NaN
ser uma bela prenda|IDIOM|HUM:N0|-1|NaN
ser uma cópia mal feita|IDIOM|HUM:N1|NaN|-1
ser uma cópia mal produzida|IDIOM|HUM:N1|NaN|-1
ser vítima de si próprio|IDIOM|HUM:N0|-1|NaN
seráfico|Adj|HUM:N0|0|NaN
serelepe|Adj|HUM:N0|-1|NaN
serenidade|N|HUM:N0|1|NaN
sereno|Adj|HUM:N0|1|NaN
seriedade|N|HUM:N0|1|NaN
sério|Adj|HUM:N0|0|NaN
sertanejo|Adj|HUM:N0|-1|NaN
serviçal|Adj|HUM:N0|0|NaN
servil|Adj|HUM:N0|-1|NaN
servilismo|N|HUM:N0|-1|NaN
servo|Adj|HUM:N0|-1|NaN
severo|Adj|HUM:N0|-1|NaN
sevo|Adj|HUM:N0|-1|NaN
sexy|Adj|HUM:N0|1|NaN
showoff|N|HUM:N0|-1|NaN
sibilino|Adj|HUM:N0|-1|NaN
sifilítico|Adj|HUM:N0|-1|NaN
silenciar|V|HUM:N0:N1|1|-1
silencioso|Adj|HUM:N0|0|NaN
silente|Adj|HUM:N0|0|NaN
simpatia|N|HUM:N0|1|NaN
simpático|Adj|HUM:N0|1|NaN
simpatizante|Adj|HUM:N0|1|NaN
simpatizar|V|HUM:N0:N1|0|1
simples|Adj|HUM:N0|0|NaN
simplificador|Adj|HUM:N0|0|NaN
simplista|Adj|HUM:N0|-1|NaN
simplório|Adj|HUM:N0|-1|NaN
simulado|Adj|HUM:N0|-1|NaN
sinceridade|N|HUM:N0|1|NaN
sincero|Adj|HUM:N0|1|NaN
singelo|Adj|HUM:N0|0|NaN
singular|Adj|HUM:N0|0|NaN
sinistro|Adj|HUM:N0|-1|NaN
sintético|Adj|HUM:N0|0|NaN
sinuoso|Adj|HUM:N0|-1|NaN
siso|N|HUM:N0|1|NaN
sistematicidade|N|HUM:N0|1|NaN
sistemático|Adj|HUM:N0|1|NaN
sisudo|Adj|HUM:N0|-1|NaN
snob|Adj|HUM:N0|-1|NaN
snobe|Adj|HUM:N0|-1|NaN
snobismo|N|HUM:N0|-1|NaN
soberano|Adj|HUM:N0|0|NaN
soberbo|Adj|HUM:N0|1|NaN
sobranceiro|Adj|HUM:N0|0|NaN
sobrealimentado|Adj|HUM:N0|-1|NaN
sobrecarregado|Adj|HUM:N0|-1|NaN
sobredotado|Adj|HUM:N0|1|NaN
sobressair|V|HUM:N0|1|NaN
sobressaltado|Adj|HUM:N0|-1|NaN
sobressalto|N|HUM:N0|-1|NaN
sobriedade|N|HUM:N0|1|NaN
sóbrio|Adj|HUM:N0|1|NaN
sociável|Adj|HUM:N0|1|NaN
socorrido|Adj|HUM:N0|0|NaN
soez|Adj|HUM:N0|-1|NaN
sofista|Adj|HUM:N0|-1|NaN
sofisticação|N|HUM:N0|1|NaN
sofisticado|Adj|HUM:N0|1|NaN
sofredor|Adj|HUM:N0|-1|NaN
sôfrego|Adj|HUM:N0|-1|NaN
sofrer|V|HUM:N0|-1|NaN
sofrido|Adj|HUM:N0|-1|NaN
sofrimento|N|HUM:N0|-1|NaN
solene|Adj|HUM:N0|0|NaN
solerte|Adj|HUM:N0|-1|NaN
solícito|Adj|HUM:N0|1|NaN
solicitude|N|HUM:N0|1|NaN
solidão|N|HUM:N0|-1|NaN
solidário|Adj|HUM:N0|1|NaN
sólido|Adj|HUM:N0|1|NaN
solitário|Adj|HUM:N0|-1|NaN
soltar-se|V|HUM:N0|1|NaN
soluçante|Adj|HUM:N0|-1|NaN
sombrio|Adj|HUM:N0|-1|NaN
sonâmbulo|Adj|HUM:N0|-1|NaN
sonante|Adj|HUM:N0|1|NaN
songa-monga|Adj|HUM:N0|-1|NaN
songamonga|Adj|HUM:N0|-1|NaN
sonhador|Adj|HUM:N0|0|NaN
sonolência|N|HUM:N0|-1|NaN
sonolento|Adj|HUM:N0|-1|NaN
sonsice|N|HUM:N0|-1|NaN
sonso|Adj|HUM:N0|-1|NaN
sopeiro|Adj|HUM:N0|-1|NaN
sordidez|N|HUM:N0|-1|NaN
sórdido|Adj|HUM:N0|-1|NaN
sorna|Adj|HUM:N0|-1|NaN
sorrateiro|Adj|HUM:N0|-1|NaN
sorrelfo|Adj|HUM:N0|-1|NaN
sorridente|Adj|HUM:N0|1|NaN
sorriso amarelo|N|HUM:N0|-1|NaN
sorumbático|Adj|HUM:N0|-1|NaN
sossegado|Adj|HUM:N0|1|NaN
soturno|Adj|HUM:N0|-1|NaN
sovado|Adj|HUM:N0|-1|NaN
sovar|V|HUM:N0:N1|1|-1
sovina|Adj|HUM:N0|-1|NaN
sovinice|N|HUM:N0|-1|NaN
stress|N|HUM:N0|-1|NaN
stressado|Adj|HUM:N0|-1|NaN
suave|Adj|HUM:N0|1|NaN
subir nas sondagens|IDIOM|HUM:N0|1|NaN
subjectivo|Adj|HUM:N0|-1|NaN
subjetivo|Adj|HUM:N0|-1|NaN
subjugação|N|HUM:N0|-1|NaN
subjugado|Adj|HUM:N0|-1|NaN
subjugador|Adj|HUM:N0|-1|NaN
subjugante|Adj|HUM:N0|-1|NaN
subjugar|V|HUM:N0:N1|0|-1
sublimado|Adj|HUM:N0|1|NaN
sublime|Adj|HUM:N0|1|NaN
sublimidade|N|HUM:N0|1|NaN
submergido|Adj|HUM:N0|-1|NaN
submerso|Adj|HUM:N0|-1|NaN
submetido|Adj|HUM:N0|-1|NaN
submissão|N|HUM:N0|-1|NaN
submisso|Adj|HUM:N0|-1|NaN
subordinado|Adj|HUM:N0|-1|NaN
subordinador|Adj|HUM:N0|0|NaN
subordinante|Adj|HUM:N0|-1|NaN
subornado|Adj|HUM:N0|-1|NaN
subornador|Adj|HUM:N0|-1|NaN
subornar|V|HUM:N0:N1|-1|-1
subornável|Adj|HUM:N0|-1|NaN
suborno|N|HUM:N0|-1|NaN
subserviência|N|HUM:N0|-1|NaN
subserviente|Adj|HUM:N0|-1|NaN
subtil|Adj|HUM:N0|0|NaN
subversão|N|HUM:N0|-1|NaN
subversivo|Adj|HUM:N0|-1|NaN
subversor|Adj|HUM:N0|-1|NaN
sucesso|N|HUM:N0|1|NaN
sucinto|Adj|HUM:N0|0|NaN
sucumbir|V|HUM:N0|-1|NaN
súdito|Adj|HUM:N0|-1|NaN
sufocado|Adj|HUM:N0|-1|NaN
sufocador|Adj|HUM:N0|-1|NaN
sufocamento|N|HUM:N0|-1|NaN
sufocante|Adj|HUM:N0|-1|NaN
sufocar|V|HUM:N0:N1|0|-1
sugar|V|HUM:N0:N1|-1|0
sugestionável|Adj|HUM:N0|-1|NaN
sugestivo|Adj|HUM:N0|0|NaN
suicida|Adj|HUM:N0|-1|NaN
suicidar-se|V|HUM:N0|-1|NaN
suicídio|N|HUM:N0|-1|NaN
suíno|Adj|HUM:N0|-1|NaN
sujidade|N|HUM:N0|-1|NaN
sujo|Adj|HUM:N0|-1|NaN
sumário|Adj|HUM:N0|0|NaN
sumição|N|HUM:N0|-1|NaN
sumido|Adj|HUM:N0|-1|NaN
sumptuoso|Adj|HUM:N0|1|NaN
suntuoso|Adj|HUM:N0|1|NaN
