id_str timestamp_ms quoted_status.id_str hashtags botscore sentiment toxicity
1543444407273361409 1656820797161  "['tarcisiogovernadorsp', 'bolsonaronoprimeiroturno', 'braganettovicepresidente', 'bolsonarotemrazao']" 0.36 0 1
1543444586760216578 1656820839954  "['lulanoprimeiroturno', 'lula13']" 0.18 0 0
1543444769522810883 1656820883528 1543238305902432259 "['estadao', 'j10', 'diariodepernambuco', 'camaradeputados', 'jovenpannews', 'primeiramentelulanacadeia', 'diariodonordeste', 'bandnewstv', 'folha', 'uolnews', 'direitaunida', 'senadofederal', 'estadodeminas', 'oglobo', 'cnnbrasil']" 0.51 0 0
1543445323363778565 1656821015574 1543442205431529477 "['haddadgovernadorsp', 'lulanoprimeiroturno']" 0.54 0 0
1543445776021454849 1656821123496  "['ptepccjuntos', 'ptnuncamais']" 0.21 0 1
1543446410716217345 1656821274819  "['euautorizopresidente', 'globolixo', 'tarcisiogovernadorsp2022', 'stfvergonhanacional', 'luladrão', 'pecsuprema', 'bolsonaroreeleito2022', '7desetembroseragigante']" 0.43 0 1
1543446857858183168 1656821381426  "['esquerdanuncamais', 'ptepccjuntos', 'esquerdalhasnuncamais', 'pt_ladrao', 'esquerdacriminosa', 'forahumbertobosta', 'ptnuncamais']" 0.28 -2 1
1543447646475587584 1656821569447  "['lulanoprimeiroturno', 'lulanabahia']" 0.14 0 0
1543447687248453633 1656821579168  "['lulanoprimeiroturno', 'lulapresidente13', 'lulaeleitonoprimeiroturno', 'lula13']" 0.22 2 0
1543447980287692802 1656821649034  "['ptepccjuntos', 'riodejaneiro']" 0.22 0 0
1543448672616185856 1656821814098  "['impeachmentbolsonaro', 'lula13presidente', 'jairbolsonaro', 'lula13', 'ditaduranuncamais', 'forabolsonaro', 'somos70porcento']" 0.25 0 1
1543448804715896832 1656821845593  "['lulaladraoseulugarenaprisao', 'ptnuncamais', 'cpidoptepcc']" 0.06 2 1
1543449274557554690 1656821957612  "['lulaeoptdestruiramobrasil', 'primeiramentelulanacadeia', 'querolulapreso', 'esquerdacriminosa', 'esquerdamaldita', 'lulaladrão', 'lulaladrãonacadeia', 'ptnuncamais', 'lulanuncamais', 'vemprarualula', 'lulavcsabequeperdeu', 'vemprarualuladrão', 'lulamentiroso', 'lulanacadeia']" 0.15 0 1
1543449491671498755 1656822009376  "['euconfionobolsonaro', 'bolsonaro2022', 'bolsonaroeveryday', 'bolsonaroate2026', 'juntoscombolsonaro', 'bolsonarotemrazao', 'b22em2022', 'somostodosbolsonaro', 'deusacimadetodos', 'fechadoscombolsonaro', 'bolsonaroreeleito2022', 'contecomigobolsonaro', 'obrasilacimadetudo', 'estoucombolsonaro']" 0.15 0 1
1543449532129837056 1656822019022  "['euconfionobolsonaro', 'bolsonaro2022', 'bolsonaroeveryday', 'bolsonaroate2026', 'juntoscombolsonaro', 'bolsonarotemrazao', 'b22em2022', 'somostodosbolsonaro', 'deusacimadetodos', 'fechadoscombolsonaro', 'bolsonaroreeleito2022', 'contecomigobolsonaro', 'obrasilacimadetudo', 'estoucombolsonaro']" 0.15 0 0
1543449762833260546 1656822074026 1543350676281036801 "['bolsonaro', 'bolsonaronoprimeiroturno']" 0.17 0 0
1543449801995550720 1656822083363  "['certinho', 'bolsonaroreeleito2022']" 0.32 0 0
1543450182905389058 1656822174179  "['lulaeoptdestruiramobrasil', 'primeiramentelulanacadeia', 'querolulapreso', 'esquerdacriminosa', 'esquerdamaldita', 'lulaladrão', 'lulaladrãonacadeia', 'ptnuncamais', 'lulanuncamais', 'vemprarualula', 'lulavcsabequeperdeu', 'vemprarualuladrão', 'lulamentiroso', 'lulanacadeia']" 0.15 0 1
