id_str timestamp_ms quoted_status.id_str hashtags botscore sentiment toxicity
1547157005525303296 1657705949561  "['ptnuncamais', 'lulaladrao', 'ptepccjuntos']" 0.28 0 1
1547157301294923776 1657706020078 1547066691972222976 "['tarcisiogovernadorsp', 'esquerdalhasnuncamais', 'bolsonaro2022', 'ptnuncamais', 'lulanuncamais', 'alckiminnuncamais', 'psdbnuncamais', 'foracorruptos']" 0.14 0 1
1547157380676419584 1657706039004  "['vamosjuntospelobrasil', 'anittalulou']" 0.04 0 0
1547157507839344644 1657706069322  "['bolsonaro22', 'luladrao']" 0.41 0 1
1547158175450910720 1657706228493  "['lula13presidente', 'lula13']" 0.31 1 0
1547158412471009282 1657706285003 1547025387821072384 "['lulanacadeia', 'esquerdacriminosa', 'ptnuncamais']" 0.1 0 1
1547158455592652800 1657706295284  "['lula13', 'lulanoprimeiroturno', 'lulaeoptpelotrabalhador', 'lulapresidente2022', 'lula', 'lulapresidente13', 'bolsonaronacadeia']" 0.35 -3 1
1547158569883238401 1657706322533 1546918518494568449 "['lula13', 'lulanoprimeiroturno', 'lulaeoptpelotrabalhador', 'lulapresidente2022', 'lula', 'lulapresidente13', 'bolsonaronacadeia']" 0.35 -3 1
1547158656013197312 1657706343068  "['lulaladraoseulugarenaprisao', 'bolsonaroreeleitoem2022']" 0.44 -2 0
1547159041364877312 1657706434943  "['bolsonaroreeleitoem2022', 'bolsonaroreeleito2022', 'bolsonaroorgulhodobrasil']" 0.53 0 1
1547159536502439938 1657706552993  "['bolsonarismomata', 'bolsonaroassassino']" 0.12 0 0
1547159592924225536 1657706566445  "['cpidonarcotrafico', 'cpidoptepcc', 'esquerdacriminosa', 'lulaladrao']" 0.35 -2 0
1547159607830888450 1657706569999  "['esquerdanuncamais', 'esquerdacriminosa', 'bolsonaroreeleito2022']" 0.31 0 0
1547159744669958144 1657706602624  "['luladrao', 'ptnuncamais']" 0.53 0 1
1547159859279413250 1657706629949 1547005470673608706 "['vamosjuntospelobrasil', 'vamosjuntospelodf']" 0.09 1 0
1547160196925034497 1657706710450 1546429336378654720 "['lulanuncamais', 'oprinteeterno']" 0.26 0 0
1547160501343371265 1657706783029 1544807219484557319 "['lulanuncamais', 'oprinteeterno']" 0.26 0 1
