id_str timestamp_ms quoted_status.id_str hashtags botscore sentiment toxicity
1542902099482116096 1656691500908 1542680255500111872 "['bolsonaroorgulhodobrasil', 'bolsonaronoprimeiroturno']" 0.5 0 0
1542902180482584579 1656691520220  "['lulanoprimeiroturno', 'lulapresidente2022', 'lulaeoptmeubrasildevolta', 'vamosjuntospelobrasil']" 0.32 1 0
1542902181128445958 1656691520374 1542889695411068928 "['vamosjuntospelobrasil', 'lulaeoptmeubrasildevolta']" 0.05 1 0
1542902271079587848 1656691541820  "['lulanoprimeiroturno', 'lulapresidente2022', 'lulaeoptmeubrasildevolta', 'vamosjuntospelobrasil']" 0.32 1 0
1542902292168441856 1656691546848 1542836408703918082 "['lula', 'bolsonaronacadeia', 'lula13presidente', 'bolsonaro2022', 'lula2022', 'bolsonaro22', 'lulanoprimeiroturno']" 0.27 0 0
1542902411450355714 1656691575287  "['lulanuncamais', 'lulaladraoseulugarenaprisao', 'ptnuncamais']" 0.37 -1 1
1542902455230504961 1656691585725  "['bolsonarotemrazao', 'bolsonaro']" 0.16 0 0
1542902475598053377 1656691590581 1542896491035070464 "['impeachmentbolsonaro', 'jairbolsonaro', 'ditaduranuncamais', 'forabolsonaro', 'somos70porcento']" 0.25 0 1
1542902521408151554 1656691601503  "['impeachmentbolsonaro', 'jairbolsonaro', 'ditaduranuncamais', 'forabolsonaro', 'somos70porcento']" 0.25 0 1
1542902635275161602 1656691628651  "['lulanoprimeiroturno', 'sdvtodos']" 0.07 0 0
1542902701276758016 1656691644387  "['popular', 'eleições', 'bolsonaro', 'bahia', 'política']" 0.58 0 0
1542902943829065728 1656691702216 1542884793423171591 "['impeachmentbolsonaro', 'jairbolsonaro', 'ditaduranuncamais', 'forabolsonaro', 'somos70porcento']" 0.25 0 1
1542903293168459776 1656691785505  "['ptnuncamais', 'bolsonaroreeleitoem2022']" 0.41 0 1
1542903445493092352 1656691821822  "['ficaadica', 'ptnuncamais']" 0.28 0 0
1542903712766648320 1656691885545  "['ptnuncamais', 'stforganizacaocriminosa', 'lulanacadeia']" 0.48 0 0
1542903962013237250 1656691944970 1542680255500111872 "['bolsonaroreeleito2022', 'foxnews']" 0.65 0 0
1542904091768143875 1656691975906 1542869554212356099 "['lulanoprimeiroturno', 'lula13']" 0.11 1 0
1542904312313044992 1656692028488 1542752672952029185 "['diariodepernambuco', 'primeiramentelulanacadeia', 'natal', 'folha', 'direitaunida', 'camaradeputados', 'diariodonordeste', 'zerohora', 'jovenpannews', 'bandnewstv', 'oglobo', 'cnnbrasil', 'rbstv', 'rntv', 'senadofederal', 'estadao', 'estudioi', 'uolnews', 'estadodeminas']" 0.52 0 0
1542904334974914561 1656692033891 1542880228627849218 "['impeachmentbolsonaro', 'lula13presidente', 'jairbolsonaro', 'lula13', 'ditaduranuncamais', 'forabolsonaro', 'somos70porcento']" 0.25 0 1
1542904451144552455 1656692061588 1541782643729203200 "['vamosjuntospelobrasil', 'l3rasil', 'lulaeoptmeubrasildevolta', 'lula2022', 'lulanoprimeiroturno', 'obrasilfelizdenovo']" 0.56 0 1
1542904477652508683 1656692067908  "['bolsonaronuncamais', 'cpidomec']" 0.18 0 1
1542904480605298688 1656692068612  "['bolsonaronoprimeiroturno', 'bolsonarotemrazao']" 0.5 0 0
1542904646351593472 1656692108129 1542680255500111872 "['bolsonaro2022', 'bolsonaroreeleitonoprimeiroturno', 'bolsonaroreeleito2022', 'bolsonaroreeleitoem2022', 'bolsonaroorgulhodobrasil']" 0.32 0 0
1542904788014317572 1656692141904  "['lulanoprimeiroturno', 'lulapresidente13', 'lula13', 'lulatadisparado']" 0.15 0 1
1542904831916097537 1656692152371  "['bolsonaroreeleitoem2022', 'bolsobraga2022', 'bolsonaronoprimeiroturno']" 0.13 -1 0
1542904832390008832 1656692152484 1542496558171783168 "['bolsonaroexterminadordeimpostos', 'bolsonaronoprimeiroturno']" 0.01 0 0
1542904851264413698 1656692156984  "['lulanuncamais', 'bolsonaronoprimeiroturno']" 0.36 -2 0
1542905167401652226 1656692232357  "['lulaladrao', 'ptnuncamais']" 0.05 0 1
1542905442451554305 1656692297934 1542886542628327427 "['bolsonaro2022', 'bolsonaroreeleitonoprimeiroturno', 'bolsonaroreeleito2022', 'bolsonaroreeleitoem2022', 'bolsonaroorgulhodobrasil']" 0.32 0 0
1542905685993824256 1656692355999  "['lulanuncamais', 'ptnuncamais']" 0.37 0 1
1542905690909548545 1656692357171 1542829882618568706 "['impeachmentbolsonaro', 'lula13presidente', 'jairbolsonaro', 'lula13', 'ditaduranuncamais', 'forabolsonaro', 'somos70porcento']" 0.25 0 1
1542905802960379908 1656692383886  "['bolsonarosnacadeia', 'lulanoprimeiroturno', 'taradodacaixa']" 0.12 0 0
1542905816893853698 1656692387208 1542622098895552513 "['lulaeoptdestruiramobrasil', 'ptnuncamais', 'bolsonaroreeleito2022']" 0.46 0 1
1542905845255733248 1656692393970 1542878345398030336 "['bolsonaroorgulhodobrasil', 'bolsonaroreeleitonoprimeiroturno']" 0.16 0 1
1542905986075299841 1656692427544  "['bahia', 'bolsonarotemrazao']" 0.26 -1 0
1542906123065462784 1656692460205 1542867420783808514 "['lulaeoptdestruiramobrasil', 'ptnuncamais', 'bolsonaroreeleito2022']" 0.45 0 1
1542906163263569921 1656692469789 1542847357817069569 "['bolsonaro2022', 'bolsonaroreeleitonoprimeiroturno']" 0.48 0 1
1542906183236915200 1656692474551  "['impeachmentbolsonaro', 'lula13presidente', 'jairbolsonaro', 'lula13', 'ditaduranuncamais', 'forabolsonaro', 'somos70porcento']" 0.25 0 0
1542906348794437634 1656692514023  "['lulanoprimeiroturno', 'vamosjuntospelobrasil']" 0.42 1 0
