id_str timestamp_ms quoted_status.id_str hashtags botscore sentiment toxicity
1544894342548148224 1657166488669  "['vamosjuntospelobrasil', 'lulanoprimeiroturno']" 0.33 0 1
1544894520160309248 1657166531015  "['vamosjuntospelobrasil', 'lulanoprimeiroturno']" 0.33 0 1
1544894887979614208 1657166618710 1544740001908416515 "['foragenocida', 'prisãodomorojá', 'lulistas', 'cpidacovid', 'arasomisso', 'haddadgovernador', 'esquerdasegueesquerda', 'lula13']" 0.31 0 1
1544895139205750785 1657166678607 1544713540078116875 "['lulanoprimeiroturno', 'lula13presidente']" 0.18 0 0
1544895155190337538 1657166682418 1544663637511520256 "['lulanoprimeiroturno', 'desisteciro', 'lulaeoptnocombateafome', 'lulaeopteuvocebrasilinteirinho']" 0.39 -1 0
1544895452683927552 1657166753346  "['foragenocida', 'prisãodomorojá', 'lulistas', 'cpidacovid', 'arasomisso', 'haddadgovernador', 'esquerdasegueesquerda', 'lula13']" 0.31 0 1
1544895590508765185 1657166786206  "['brasilcombolsonaro', 'tamojunto']" 0.4 0 0
1544896303804579842 1657166956269  "['lulapresidente13', 'bolsonaronacadeia']" 0.47666666666666674 0 1
1544896558570917894 1657167017010 1544851964487700480 "['ptcc', 'ptnuncamais', 'ptepccjuntos', 'pccbraçoarmadodopt']" 0.24 0 0
1544896672320339968 1657167044130  "['forabolsonaro', 'lulapresidente2022', 'bolsonaronuncamais', 'lulanoprimeiroturno']" 0.03 0 1
1544896847516499968 1657167085900  "['hipócritasdesepulcroscaiados', 'lulaeoptreconstruirobrasil', 'lula13', 'partidodosmarinho']" 0.31 1 0
1544898207498620928 1657167410145 1544884144722804737 "['alencarsantanadepfed', 'lulapresidente13', 'vamosjuntospelobrasil', 'haddadgovernadorsp']" 0.27 0 0
1544899054982860800 1657167612201  "['globolixo', 'fakenews']" 0.49 0 0
1544899517509779456 1657167722476  "['naotempraninguembolsonaronosso', 'bolsonaronoprimeiroturno']" 0.33 0 0
1544901641954119681 1657168228983  "['bolsonaronuncamais', 'bolsonarovagabundo']" 0.42 -3 0
1544903700078100481 1657168719678  "['freixocarreirinha', 'cpidoptepcc']" 0.23 -2 1
1544904245459259393 1657168849707  "['maiorbandidodomundo', 'lulaladraoseulugarenaprisao', 'ptnuncamais']" 0.42 0 0
1544905721971703808 1657169201735  "['vamosjuntospelobrasil', 'vamosjuntospelacultura', 'lulaeleitonoprimeiroturno', 'lula2022']" 0.11 0 0
1544906247274725382 1657169326977  "['bolsonaroreeleito2022', 'bolsonaroreeleitoem2022']" 0.04 0 0
1544906295546888193 1657169338486  "['bolsonaroreeleito2022', 'bolsonaroreeleitoem2022']" 0.04 0 0
1544906482755444737 1657169383120  "['bolsonaroreeleito2022', 'bolsonaroreeleitoem2022']" 0.04 0 0
1544906682639196162 1657169430776  "['bolsonaroreeleito2022', 'bolsonaroreeleitoem2022']" 0.04 0 0
